iter	Passed	Remaining
235	29146	588364
236	29277	588383
237	29398	588208
238	29520	588068
239	29647	588008
240	29757	587615
241	29859	587069
242	29973	586771
243	30091	586530
244	30209	586304
245	30330	586136
246	30446	585885
247	30562	585616
248	30677	585344
249	30789	585008
250	30925	585117
251	31062	585262
252	31186	585146
253	31307	584988
254	31426	584776
255	31559	584845
256	31683	584735
257	31797	584440
258	31909	584102
259	32054	584372
260	32184	584379
261	32331	584683
262	32464	584737
263	32583	584531
264	32706	584395
265	32870	584997
266	32983	584690
267	33115	584718
268	33248	584747
269	33376	584701
270	33514	584836
271	33628	584549
272	33734	584120
273	33842	583720
274	33945	583248
275	34066	583082
276	34216	583415
277	34374	583869
278	34485	583534
279	34590	583102
280	34702	582775
281	34814	582467
282	34923	582102
283	35036	581799
284	35138	581323
285	35240	580851
286	35350	580507
287	35459	580148
288	35563	579729
289	35671	579358
290	35775	578929
291	35879	578493
292	35978	577984
293	36087	577639
294	36192	577243
295	36295	576809
296	36398	576374
297	36507	576028
298	36605	575529
299	36708	575096
300	36806	574594
301	36916	574285
302	37022	573904
303	37123	573466
304	37222	572982
305	37332	572673
306	37445	572418
307	37570	572338
308	37668	571855
309	37771	571450
310	37876	571076
311	37977	570634
312	38084	570286
313	38181	569810
314	38287	569453
315	38389	569044
316	38492	568650
317	38592	568203
318	38696	567826
319	38802	567485
320	38901	567046
321	39006	566684
322	39106	566251
323	39204	565805
324	39307	565424
325	39413	565088
326	39515	564701
327	39614	564260
328	39723	563975
329	39826	563606
330	39928	563218
331	40037	562936
332	40138	562541
333	40246	562249
334	40348	561867
335	40454	561542
336	40553	561128
337	40657	560781
338	40760	560424
339	40868	560138
340	40976	559845
341	41080	559506
342	41187	559209
343	41291	558881
344	41392	558497
345	41505	558289
346	41612	557994
347	41712	557611
348	41820	557326
349	41928	557044
350	42027	556660
351	42131	556327
352	42233	555969
353	42347	555777
354	42459	555558
355	42579	555449
356	42685	555151
357	42790	554839
358	42889	554458
359	42996	554180
360	43102	553881
361	43205	553560
362	43312	553283
363	43417	552975
364	43547	552992
365	43656	552748
366	43756	552379
367	43860	552072
368	43966	551788
369	44080	551605
370	44179	551228
371	44287	550969
372	44396	550727
373	44524	550722
374	44628	550415
375	44736	550166
376	44847	549947
377	44950	549629
378	45049	549267
379	45151	548943
380	45250	548588
381	45355	548308
382	45474	548183
383	45586	547987
384	45694	547744
385	45799	547456
386	45909	547231
387	46011	546921
388	46111	546579
389	46218	546327
390	46325	546073
391	46430	545790
392	46528	545442
393	46629	545114
394	46738	544889
395	46840	544581
396	46942	544278
397	47048	544008
398	47148	543681
399	47256	543444
400	47370	543289
401	47480	543071
402	47589	542850
403	47693	542575
404	47803	542362
405	47910	542116
406	48015	541852
407	48119	541580
408	48227	541351
409	48335	541126
410	48445	540918
411	48555	540705
412	48665	540510
413	48780	540350
414	48891	540162
415	48990	539837
416	49089	539512
417	49195	539265
418	49297	538983
419	49400	538697
420	49512	538524
421	49610	538195
422	49713	537916
423	49823	537712
424	49931	537494
425	50036	537251
426	50142	537002
427	50240	536683
428	50349	536479
429	50458	536272
430	50568	536069
431	50677	535870
432	50782	535617
433	50880	535305
434	50994	535150
435	51095	534860
436	51206	534678
437	51315	534479
438	51414	534177
439	51515	533891
440	51627	533720
441	51748	533638
442	51875	533629
443	52005	533642
444	52105	533349
445	52215	533159
446	52316	532877
447	52423	532660
448	52530	532443
449	52631	532165
450	52738	531944
451	52842	531702
452	52941	531406
453	53045	531156
454	53147	530890
455	53254	530679
456	53356	530411
457	53471	530282
458	53575	530035
459	53673	529734
460	53777	529496
461	53883	529275
462	53984	529002
463	54088	528760
464	54195	528547
465	54293	528257
466	54398	528031
467	54511	527873
468	54610	527595
469	54710	527312
470	54808	527025
471	54910	526770
472	55009	526487
473	55108	526205
474	55215	526003
475	55320	525779
476	55431	525615
477	55529	525319
478	55628	525042
479	55726	524759
480	55832	524545
481	55934	524302
482	56044	524126
483	56155	523960
484	56253	523675
485	56363	523504
486	56477	523369
487	56582	523157
488	56691	522976
489	56789	522696
490	56897	522504
491	56996	522240
492	57104	522051
493	57212	521859
494	57319	521667
495	57430	521503
496	57532	521264
497	57638	521059
498	57748	520894
499	57852	520674
500	57951	520402
501	58053	520168
502	58163	519999
503	58278	519876
504	58385	519688
505	58493	519508
506	58602	519335
507	58702	519074
508	58807	518865
509	58913	518669
510	59034	518600
511	59136	518366
512	59240	518151
513	59343	517924
514	59450	517739
515	59555	517529
516	59656	517294
517	59778	517237
518	59889	517084
519	59997	516902
520	60107	516741
521	60210	516519
522	60315	516313
523	60422	516126
524	60522	515879
525	60621	515625
526	60731	515467
527	60833	515238
528	60931	514981
529	61038	514799
530	61148	514636
531	61245	514371
532	61351	514181
533	61453	513957
534	61578	513923
535	61687	513752
536	61789	513534
537	61895	513343
538	62003	513168
539	62111	512995
540	62210	512749
541	62313	512534
542	62421	512358
543	62526	512168
544	62636	512012
545	62739	511799
546	62845	511608
547	62944	511369
548	63061	511267
549	63175	511148
550	63278	510932
551	63389	510793
552	63490	510567
553	63594	510367
554	63704	510208
555	63812	510037
556	63913	509812
557	64010	509563
558	64110	509325
559	64217	509154
560	64316	508910
561	64428	508775
562	64531	508576
563	64636	508383
564	64745	508223
565	64853	508056
566	64962	507896
567	65066	507701
568	65182	507599
569	65290	507430
570	65394	507236
571	65510	507131
572	65609	506897
573	65713	506703
574	65816	506502
575	65920	506303
576	66033	506184
577	66133	505952
578	66242	505796
579	66348	505624
580	66449	505405
581	66548	505172
582	66650	504964
583	66756	504792
584	66864	504624
585	66968	504432
586	67075	504265
587	67181	504089
588	67290	503937
589	67396	503758
590	67500	503572
591	67605	503385
592	67709	503194
593	67816	503028
594	67924	502866
595	68028	502678
596	68133	502495
597	68239	502322
598	68337	502095
599	68447	501951
600	68555	501793
601	68664	501641
602	68772	501480
603	68877	501297
604	68987	501156
605	69086	500933
606	69192	500760
607	69292	500546
608	69397	500366
609	69500	500176
610	69605	499995
611	69708	499808
612	69817	499654
613	69919	499460
614	70023	499273
615	70124	499071
616	70228	498882
617	70334	498718
618	70446	498591
619	70549	498399
620	70658	498252
621	70768	498109
622	70880	497984
623	70983	497796
624	71086	497607
625	71187	497405
626	71295	497248
627	71393	497026
628	71506	496907
629	71616	496765
630	71722	496600
631	71831	496457
632	71948	496366
633	72052	496183
634	72167	496080
635	72269	495890
636	72383	495776
637	72499	495680
638	72603	495498
639	72701	495280
640	72809	495129
641	72910	494927
642	73013	494741
643	73115	494553
644	73229	494440
645	73333	494265
646	73441	494110
647	73539	493896
648	73644	493727
649	73747	493543
650	73845	493326
651	73953	493173
652	74056	492991
653	74158	492805
654	74261	492618
655	74373	492497
656	74483	492359
657	74584	492166
658	74689	491997
659	74790	491801
660	74900	491670
661	75008	491520
662	75110	491336
663	75219	491195
664	75319	490995
665	75429	490856
666	75528	490653
667	75628	490452
668	75735	490301
669	75844	490157
670	75944	489962
671	76059	489857
672	76159	489663
673	76268	489518
674	76368	489326
675	76475	489170
676	76587	489050
677	76687	488856
678	76795	488708
679	76895	488512
680	76994	488309
681	77101	488157
682	77205	487990
683	77306	487800
684	77421	487698
685	77534	487588
686	77636	487401
687	77743	487251
688	77843	487059
689	77950	486908
690	78050	486713
691	78152	486530
692	78255	486359
693	78367	486240
694	78468	486052
695	78576	485912
696	78677	485722
697	78783	485570
698	78895	485452
699	78995	485256
700	79093	485053
701	79196	484878
702	79300	484712
703	79400	484524
704	79511	484400
705	79612	484213
706	79714	484040
707	79817	483864
708	79916	483668
709	80014	483464
710	80123	483334
711	80223	483146
712	80327	482977
713	80427	482792
714	80527	482604
715	80639	482487
716	80745	482333
717	80850	482172
718	80952	481999
719	81052	481812
720	81153	481631
721	81254	481451
722	81355	481270
723	81463	481131
724	81568	480975
725	81675	480828
726	81782	480683
727	81884	480507
728	81996	480394
729	82096	480210
730	82213	480119
731	82320	479977
732	82425	479819
733	82530	479667
734	82633	479498
735	82742	479366
736	82844	479191
737	82944	479011
738	83051	478867
739	83154	478699
740	83278	478655
741	83409	478649
742	83520	478530
743	83623	478362
744	83735	478247
745	83846	478126
746	83949	477963
747	84053	477799
748	84158	477648
749	84260	477476
750	84362	477304
751	84470	477170
752	84577	477024
753	84680	476862
754	84781	476686
755	84883	476515
756	84984	476340
757	85091	476197
758	85192	476023
759	85300	475886
760	85401	475711
761	85508	475572
762	85616	475436
763	85723	475292
764	85823	475116
765	85925	474944
766	86027	474776
767	86130	474613
768	86231	474440
769	86330	474255
770	86436	474111
771	86541	473960
772	86650	473831
773	86750	473651
774	86850	473475
775	86960	473353
776	87069	473222
777	87171	473059
778	87273	472887
779	87373	472715
780	87475	472544
781	87588	472442
782	87692	472284
783	87790	472096
784	87891	471924
785	87992	471756
786	88089	471565
787	88197	471431
788	88298	471261
789	88399	471089
790	88509	470966
791	88617	470834
792	88717	470663
793	88818	470494
794	88926	470357
795	89024	470175
796	89127	470016
797	89230	469856
798	89334	469702
799	89448	469605
800	89557	469479
801	89664	469342
802	89765	469172
803	89867	469011
804	89976	468882
805	90079	468726
806	90181	468564
807	90282	468395
808	90390	468262
809	90492	468102
810	90592	467930
811	90698	467787
812	90809	467673
813	90907	467491
814	91010	467333
815	91110	467165
816	91213	467008
817	91315	466845
818	91415	466675
819	91516	466508
820	91621	466364
821	91722	466201
822	91822	466030
823	91922	465859
824	92028	465721
825	92135	465585
826	92245	465465
827	92345	465298
828	92448	465143
829	92551	464989
830	92649	464807
831	92753	464659
832	92856	464507
833	92966	464388
834	93070	464236
835	93168	464058
836	93267	463887
837	93369	463727
838	93476	463595
839	93583	463461
840	93688	463315
841	93793	463173
842	93892	463000
843	93994	462847
844	94097	462693
845	94198	462527
846	94301	462377
847	94403	462222
848	94506	462068
849	94615	461945
850	94718	461794
851	94828	461676
852	94925	461497
853	95030	461353
854	95130	461190
855	95236	461051
856	95337	460889
857	95432	460700
858	95535	460552
859	95634	460377
860	95727	460181
861	95829	460023
862	95931	459871
863	96032	459709
864	96133	459550
865	96241	459424
866	96341	459262
867	96454	459159
868	96557	459010
869	96660	458861
870	96761	458701
871	96871	458586
872	96970	458413
873	97071	458256
874	97173	458104
875	97275	457950
876	97374	457781
877	97486	457677
878	97588	457520
879	97686	457352
880	97785	457181
881	97881	457000
882	97991	456888
883	98089	456717
884	98189	456554
885	98299	456435
886	98400	456278
887	98511	456172
888	98621	456057
889	98726	455915
890	98826	455755
891	98919	455562
892	99028	455443
893	99135	455313
894	99242	455184
895	99345	455036
896	99451	454906
897	99552	454750
898	99654	454596
899	99772	454520
900	99878	454386
901	99988	454269
902	100089	454113
903	100198	453996
904	100301	453851
905	100401	453692
906	100507	453557
907	100609	453406
908	100709	453247
909	100819	453135
910	100917	452967
911	101021	452822
912	101122	452668
913	101232	452553
914	101333	452402
915	101439	452268
916	101551	452165
917	101664	452062
918	101809	452106
919	101936	452064
920	102063	452026
921	102201	452036
922	102311	451920
923	102438	451883
924	102549	451771
925	102657	451647
926	102808	451715
927	102964	451800
928	103073	451682
929	103190	451595
930	103308	451516
931	103423	451425
932	103545	451360
933	103662	451276
934	103773	451165
935	103879	451031
936	103991	450925
937	104110	450850
938	104217	450720
939	104338	450654
940	104460	450589
941	104582	450525
942	104692	450412
943	104808	450321
944	104922	450224
945	105037	450127
946	105151	450032
947	105262	449920
948	105377	449825
949	105503	449777
950	105619	449686
951	105725	449554
952	105832	449425
953	105941	449306
954	106058	449223
955	106171	449119
956	106291	449046
957	106392	448891
958	106517	448841
959	106625	448716
960	106738	448614
961	106851	448510
962	106966	448413
963	107091	448364
964	107196	448226
965	107304	448100
966	107404	447945
967	107518	447843
968	107634	447756
969	107736	447606
970	107842	447474
971	107956	447375
972	108079	447312
973	108191	447207
974	108313	447140
975	108434	447069
976	108547	446967
977	108663	446874
978	108779	446786
979	108886	446654
980	109008	446589
981	109128	446513
982	109249	446442
983	109350	446291
984	109475	446237
985	109576	446086
986	109685	445966
987	109786	445814
988	109885	445652
989	109992	445524
990	110109	445436
991	110232	445373
992	110350	445289
993	110452	445145
994	110568	445052
995	110682	444952
996	110793	444839
997	110896	444698
998	111004	444574
999	111108	444432
1000	111223	444339
1001	111331	444214
1002	111466	444198
1003	111598	444170
1004	111711	444068
1005	111820	443948
1006	111916	443776
1007	112028	443669
1008	112150	443598
1009	112261	443489
1010	112385	443427
1011	112506	443354
1012	112607	443206
1013	112729	443136
1014	112837	443014
1015	112964	442963
1016	113065	442812
1017	113176	442699
1018	113299	442636
1019	113411	442527
1020	113535	442465
1021	113643	442343
1022	113754	442229
1023	113847	442048
1024	113964	441958
1025	114085	441886
1026	114196	441774
1027	114310	441673
1028	114411	441522
1029	114526	441425
1030	114636	441311
1031	114742	441180
1032	114862	441102
1033	114983	441030
1034	115105	440959
1035	115208	440818
1036	115325	440729
1037	115436	440617
1038	115540	440476
1039	115642	440330
1040	115752	440215
1041	115860	440093
1042	115975	439994
1043	116098	439930
1044	116210	439819
1045	116310	439668
1046	116432	439597
1047	116555	439531
1048	116666	439417
1049	116768	439271
1050	116879	439161
1051	116994	439063
1052	117110	438969
1053	117211	438820
1054	117331	438740
1055	117434	438601
1056	117550	438506
1057	117653	438363
1058	117746	438186
1059	117853	438057
1060	117954	437911
1061	118068	437809
1062	118188	437730
1063	118294	437599
1064	118418	437538
1065	118519	437388
1066	118630	437275
1067	118749	437193
1068	118874	437135
1069	118997	437063
1070	119119	436992
1071	119229	436877
1072	119348	436797
1073	119470	436724
1074	119583	436618
1075	119698	436521
1076	119805	436396
1077	119906	436246
1078	120019	436140
1079	120127	436019
1080	120229	435874
1081	120348	435789
1082	120463	435693
1083	120576	435589
1084	120679	435446
1085	120791	435337
1086	120908	435248
1087	121031	435179
1088	121143	435071
1089	121274	435031
1090	121397	434960
1091	121500	434821
1092	121597	434657
1093	121695	434497
1094	121800	434364
1095	121911	434254
1096	122012	434106
1097	122135	434037
1098	122238	433895
1099	122357	433813
1100	122511	433853
1101	122645	433821
1102	122785	433812
1103	122936	433841
1104	123087	433869
1105	123248	433932
1106	123403	433975
1107	123550	433989
1108	123676	433928
1109	123822	433935
1110	123965	433936
1111	124067	433791
1112	124182	433691
1113	124288	433559
1114	124400	433449
1115	124514	433345
1116	124615	433197
1117	124727	433088
1118	124844	432995
1119	124962	432905
1120	125083	432827
1121	125199	432731
1122	125314	432629
1123	125419	432495
1124	125545	432435
1125	125662	432339
1126	125772	432224
1127	125888	432127
1128	126013	432061
1129	126135	431987
1130	126246	431871
1131	126359	431765
1132	126485	431701
1133	126599	431598
1134	126701	431456
1135	126822	431375
1136	126944	431297
1137	127049	431162
1138	127168	431079
1139	127291	431003
1140	127400	430882
1141	127511	430771
1142	127629	430680
1143	127730	430531
1144	127844	430430
1145	127957	430321
1146	128077	430239
1147	128194	430144
1148	128310	430045
1149	128413	429906
1150	128526	429797
1151	128627	429651
1152	128751	429581
1153	128852	429433
1154	128964	429323
1155	129082	429231
1156	129184	429090
1157	129295	428975
1158	129418	428900
1159	129534	428803
1160	129633	428648
1161	129734	428503
1162	129837	428364
1163	129960	428288
1164	130068	428167
1165	130193	428097
1166	130310	428003
1167	130427	427909
1168	130538	427796
1169	130641	427654
1170	130767	427589
1171	130869	427447
1172	130972	427306
1173	131086	427203
1174	131204	427112
1175	131325	427032
1176	131447	426952
1177	131557	426836
1178	131668	426721
1179	131772	426586
1180	131886	426481
1181	131999	426372
1182	132118	426287
1183	132237	426196
1184	132353	426100
1185	132471	426010
1186	132582	425893
1187	132697	425793
1188	132798	425647
1189	132900	425504
1190	133004	425367
1191	133108	425233
1192	133210	425091
1193	133329	425001
1194	133436	424874
1195	133554	424784
1196	133656	424642
1197	133750	424472
1198	133859	424353
1199	133964	424220
1200	134087	424144
1201	134209	424066
1202	134331	423986
1203	134455	423915
1204	134572	423818
1205	134685	423712
1206	134805	423626
1207	134908	423486
1208	135030	423407
1209	135139	423287
1210	135250	423173
1211	135371	423090
1212	135494	423015
1213	135605	422900
1214	135709	422766
1215	135814	422634
1216	135927	422525
1217	136038	422412
1218	136166	422351
1219	136278	422241
1220	136402	422167
1221	136514	422056
1222	136625	421940
1223	136746	421858
1224	136865	421770
1225	136987	421689
1226	137101	421583
1227	137223	421503
1228	137334	421389
1229	137448	421283
1230	137561	421177
1231	137667	421046
1232	137778	420933
1233	137886	420810
1234	137995	420690
1235	138104	420569
1236	138216	420459
1237	138330	420353
1238	138450	420269
1239	138562	420157
1240	138666	420021
1241	138768	419882
1242	138881	419771
1243	139000	419684
1244	139102	419541
1245	139212	419425
1246	139333	419339
1247	139441	419217
1248	139560	419128
1249	139664	418993
1250	139767	418857
1251	139895	418793
1252	140007	418682
1253	140110	418544
1254	140230	418457
1255	140356	418386
1256	140475	418298
1257	140595	418210
1258	140697	418070
1259	140817	417980
1260	140920	417844
1261	141043	417767
1262	141153	417648
1263	141255	417509
1264	141369	417404
1265	141479	417286
1266	141592	417178
1267	141699	417053
1268	141803	416918
1269	141913	416801
1270	142025	416690
1271	142138	416582
1272	142249	416468
1273	142357	416344
1274	142484	416277
1275	142587	416142
1276	142709	416058
1277	142829	415972
1278	142945	415871
1279	143050	415741
1280	143162	415630
1281	143283	415543
1282	143406	415465
1283	143518	415354
1284	143618	415208
1285	143719	415065
1286	143833	414961
1287	143948	414856
1288	144059	414744
1289	144183	414666
1290	144294	414553
1291	144406	414440
1292	144531	414367
1293	144646	414264
1294	144754	414141
1295	144863	414023
1296	144976	413914
1297	145095	413822
1298	145217	413741
1299	145338	413654
1300	145453	413552
1301	145570	413457
1302	145684	413350
1303	145795	413236
1304	145896	413094
1305	146006	412978
1306	146115	412858
1307	146242	412787
1308	146363	412701
1309	146486	412623
1310	146598	412512
1311	146713	412408
1312	146838	412333
1313	146948	412215
1314	147055	412091
1315	147170	411988
1316	147281	411873
1317	147405	411794
1318	147526	411710
1319	147637	411595
1320	147750	411485
1321	147854	411352
1322	147967	411243
1323	148078	411130
1324	148196	411036
1325	148318	410951
1326	148432	410845
1327	148534	410706
1328	148644	410590
1329	148755	410476
1330	148870	410372
1331	148977	410248
1332	149090	410139
1333	149202	410027
1334	149316	409921
1335	149440	409842
1336	149552	409732
1337	149654	409591
1338	149755	409449
1339	149872	409354
1340	149977	409222
1341	150083	409096
1342	150193	408979
1343	150302	408857
1344	150426	408781
1345	150545	408687
1346	150666	408600
1347	150779	408492
1348	150901	408406
1349	151024	408325
1350	151144	408234
1351	151253	408115
1352	151364	408000
1353	151493	407936
1354	151606	407825
1355	151699	407665
1356	151806	407540
1357	151913	407415
1358	152036	407333
1359	152151	407229
1360	152261	407112
1361	152369	406988
1362	152491	406905
1363	152602	406791
1364	152713	406675
1365	152829	406575
1366	152937	406453
1367	153057	406362
1368	153168	406248
1369	153288	406159
1370	153403	406054
1371	153514	405940
1372	153619	405811
1373	153732	405701
1374	153833	405561
1375	153945	405448
1376	154053	405328
1377	154177	405246
1378	154293	405145
1379	154405	405033
1380	154517	404923
1381	154622	404793
1382	154731	404673
1383	154846	404569
1384	154954	404448
1385	155078	404367
1386	155187	404248
1387	155311	404168
1388	155421	404050
1389	155534	403941
1390	155630	403787
1391	155734	403657
1392	155852	403560
1393	155985	403503
1394	156097	403392
1395	156217	403299
1396	156338	403212
1397	156451	403102
1398	156572	403015
1399	156685	402904
1400	156798	402795
1401	156920	402709
1402	157040	402618
1403	157161	402530
1404	157266	402400
1405	157373	402275
1406	157490	402178
1407	157606	402076
1408	157717	401961
1409	157831	401855
1410	157946	401750
1411	158066	401658
1412	158173	401535
1413	158284	401420
1414	158396	401308
1415	158510	401201
1416	158613	401066
1417	158724	400952
1418	158848	400871
1419	158965	400773
1420	159073	400650
1421	159183	400532
1422	159295	400421
1423	159405	400304
1424	159527	400218
1425	159630	400083
1426	159741	399970
1427	159846	399839
1428	159962	399737
1429	160077	399633
1430	160204	399560
1431	160316	399447
1432	160433	399348
1433	160561	399276
1434	160680	399181
1435	160804	399099
1436	160916	398988
1437	161028	398876
1438	161137	398757
1439	161254	398657
1440	161378	398575
1441	161490	398463
1442	161597	398339
1443	161699	398202
1444	161806	398076
1445	161924	397980
1446	162044	397888
1447	162174	397820
1448	162289	397715
1449	162400	397601
1450	162523	397515
1451	162638	397411
1452	162752	397304
1453	162865	397194
1454	162985	397102
1455	163105	397008
1456	163218	396900
1457	163346	396827
1458	163462	396723
1459	163570	396602
1460	163689	396506
1461	163792	396374
1462	163913	396282
1463	164021	396161
1464	164132	396045
1465	164260	395972
1466	164366	395846
1467	164480	395739
1468	164590	395621
1469	164713	395536
1470	164838	395454
1471	164942	395323
1472	165052	395207
1473	165180	395133
1474	165303	395046
1475	165417	394940
1476	165540	394854
1477	165654	394746
1478	165764	394628
1479	165877	394520
1480	165986	394399
1481	166106	394306
1482	166228	394219
1483	166345	394117
1484	166477	394053
1485	166587	393936
1486	166711	393852
1487	166815	393719
1488	166919	393589
1489	167033	393481
1490	167153	393388
1491	167269	393284
1492	167392	393198
1493	167506	393090
1494	167616	392973
1495	167715	392830
1496	167816	392693
1497	167928	392581
1498	168055	392503
1499	168167	392391
1500	168289	392300
1501	168415	392222
1502	168544	392149
1503	168661	392049
1504	168771	391931
1505	168887	391827
1506	168991	391696
1507	169115	391611
1508	169224	391492
1509	169335	391378
1510	169447	391266
1511	169558	391151
1512	169656	391005
1513	169769	390896
1514	169886	390794
1515	170001	390688
1516	170118	390589
1517	170239	390495
1518	170349	390378
1519	170467	390280
1520	170583	390177
1521	170708	390094
1522	170825	389992
1523	170950	389910
1524	171066	389807
1525	171190	389721
1526	171300	389604
1527	171412	389492
1528	171527	389386
1529	171642	389280
1530	171749	389157
1531	171867	389058
1532	171984	388956
1533	172091	388832
1534	172216	388748
1535	172325	388630
1536	172440	388525
1537	172550	388406
1538	172660	388290
1539	172776	388185
1540	172886	388069
1541	172997	387953
1542	173113	387851
1543	173230	387748
1544	173354	387663
1545	173472	387564
1546	173579	387439
1547	173678	387298
1548	173783	387169
1549	173899	387066
1550	174017	386966
1551	174136	386869
1552	174252	386766
1553	174370	386667
1554	174483	386557
1555	174602	386459
1556	174716	386350
1557	174840	386265
1558	174965	386180
1559	175081	386076
1560	175199	385977
1561	175313	385869
1562	175430	385766
1563	175546	385663
1564	175658	385549
1565	175763	385422
1566	175873	385305
1567	175996	385216
1568	176103	385092
1569	176218	384985
1570	176328	384868
1571	176440	384756
1572	176564	384670
1573	176675	384555
1574	176795	384459
1575	176904	384340
1576	177023	384242
1577	177133	384126
1578	177253	384031
1579	177366	383919
1580	177496	383846
1581	177604	383724
1582	177711	383601
1583	177822	383486
1584	177936	383377
1585	178060	383290
1586	178182	383198
1587	178302	383103
1588	178420	383004
1589	178531	382888
1590	178648	382785
1591	178760	382673
1592	178873	382562
1593	178986	382451
1594	179100	382342
1595	179216	382238
1596	179337	382145
1597	179456	382046
1598	179572	381942
1599	179673	381805
1600	179777	381676
1601	179889	381563
1602	179997	381441
1603	180113	381337
1604	180238	381251
1605	180345	381128
1606	180464	381030
1607	180573	380911
1608	180687	380802
1609	180806	380705
1610	180934	380625
1611	181064	380550
1612	181180	380445
1613	181291	380331
1614	181399	380209
1615	181522	380118
1616	181627	379991
1617	181743	379885
1618	181847	379756
1619	181962	379650
1620	182086	379562
1621	182201	379454
1622	182314	379345
1623	182426	379231
1624	182558	379159
1625	182670	379046
1626	182785	378940
1627	182900	378832
1628	183019	378734
1629	183133	378625
1630	183282	378589
1631	183428	378545
1632	183569	378493
1633	183702	378423
1634	183870	378423
1635	184007	378363
1636	184155	378322
1637	184298	378272
1638	184454	378249
1639	184641	378289
1640	184782	378235
1641	184926	378188
1642	185070	378138
1643	185197	378054
1644	185313	377949
1645	185461	377908
1646	185583	377815
1647	185694	377699
1648	185814	377600
1649	185938	377511
1650	186068	377434
1651	186199	377357
1652	186344	377311
1653	186494	377273
1654	186627	377202
1655	186746	377101
1656	186893	377058
1657	187030	376994
1658	187165	376926
1659	187284	376826
1660	187403	376724
1661	187544	376668
1662	187660	376563
1663	187824	376551
